sample_id,scenario_type,target_parent_asin,candidate_count_turn_1,recommendation_count_turn_1,ask_attribute_turn_1,recommendations_turn_1,target_survives_turn_1,intent_epoch_turn_1,hit,first_hit_turn,best_rank,actually_reached_turn_10,surviving_parent_asins_turn_10,exactly_10_survivors_turn_10,at_most_10_survivors_turn_10,candidate_count_turn_2,recommendation_count_turn_2,ask_attribute_turn_2,recommendations_turn_2,target_survives_turn_2,intent_epoch_turn_2,candidate_count_turn_3,recommendation_count_turn_3,ask_attribute_turn_3,recommendations_turn_3,target_survives_turn_3,intent_epoch_turn_3,candidate_count_turn_4,recommendation_count_turn_4,ask_attribute_turn_4,recommendations_turn_4,target_survives_turn_4,intent_epoch_turn_4,candidate_count_turn_5,recommendation_count_turn_5,ask_attribute_turn_5,recommendations_turn_5,target_survives_turn_5,intent_epoch_turn_5,candidate_count_turn_6,recommendation_count_turn_6,ask_attribute_turn_6,recommendations_turn_6,target_survives_turn_6,intent_epoch_turn_6,candidate_count_turn_7,recommendation_count_turn_7,ask_attribute_turn_7,recommendations_turn_7,target_survives_turn_7,intent_epoch_turn_7,candidate_count_turn_8,recommendation_count_turn_8,ask_attribute_turn_8,recommendations_turn_8,target_survives_turn_8,intent_epoch_turn_8,candidate_count_turn_9,recommendation_count_turn_9,ask_attribute_turn_9,recommendations_turn_9,target_survives_turn_9,intent_epoch_turn_9,candidate_count_turn_10,recommendation_count_turn_10,ask_attribute_turn_10,recommendations_turn_10,target_survives_turn_10,intent_epoch_turn_10
public_0095,buying,B09N78FT2W,124,10,other,B079DYN5WP;B07NRY3JRN;B01KCSGACQ;B014ASMV36;B01EZ3U804;B094QMQRK9;B0785RCKBT;B073HQNWLM;B07G46GRRS;B06X1CNL76,True,0,True,2,1,False,1,False,True,1,1,,B09N78FT2W,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0096,intent_override,B074K2QX3M,405,10,other,B07Y9KBPDQ;B00N72Z6IY;B00N730YRG;B07Z84GRFR;B07NHTCM9S;B07D5T7TTC;B087JDLXP3;B083BV4F1P;B088WN2N7W;B01HN69YNM,True,0,False,,,True,24,False,False,9,9,,B09ZVM41GS;B016L48MBC;B09WMM6S2G;B08YR5M6C4;B08QJCXXH6;B0928PSTGY;B01KKQLXW2;B07W4W6QNM;B074K2QX3M,True,0,244,10,material,B07PD2VK9W;B07Y4TRFZ8;B071YFH67B;B0897P3CNK;B07DCNDD1Q;B09NC92ZY7;B09ZVM41GS;B08YJK2Q8C;B0BX1C7Z5L;B089ZZY1R6,True,1,244,10,feature,B07PD2VK9W;B07Y4TRFZ8;B071YFH67B;B0897P3CNK;B07DCNDD1Q;B09NC92ZY7;B09ZVM41GS;B08YJK2Q8C;B0BX1C7Z5L;B089ZZY1R6,True,1,24,10,use_case,B0BX1C7Z5L;B01MXPUAFP;B09XJDLX5F;B0C1FBGLQT;B08YR5M6C4;B01KKQLXW2;B07QWL9PB7;B078J5ZTT1;B07W4W6QNM;B01EL4L6KI,True,1,24,10,style,B0BX1C7Z5L;B01MXPUAFP;B09XJDLX5F;B0C1FBGLQT;B08YR5M6C4;B01KKQLXW2;B07QWL9PB7;B078J5ZTT1;B07W4W6QNM;B01EL4L6KI,True,1,24,10,size,B0BX1C7Z5L;B01MXPUAFP;B09XJDLX5F;B0C1FBGLQT;B08YR5M6C4;B01KKQLXW2;B07QWL9PB7;B078J5ZTT1;B07W4W6QNM;B01EL4L6KI,True,1,24,10,budget,B0BX1C7Z5L;B01MXPUAFP;B09XJDLX5F;B0C1FBGLQT;B08YR5M6C4;B01KKQLXW2;B07QWL9PB7;B078J5ZTT1;B07W4W6QNM;B01EL4L6KI,True,1,24,10,brand,B0BX1C7Z5L;B01MXPUAFP;B09XJDLX5F;B0C1FBGLQT;B08YR5M6C4;B01KKQLXW2;B07QWL9PB7;B078J5ZTT1;B07W4W6QNM;B01EL4L6KI,True,1,24,10,,B0BX1C7Z5L;B01MXPUAFP;B09XJDLX5F;B0C1FBGLQT;B08YR5M6C4;B01KKQLXW2;B07QWL9PB7;B078J5ZTT1;B07W4W6QNM;B01EL4L6KI,True,1
public_0097,buying,B0785RCKBT,124,10,other,B079DYN5WP;B07NRY3JRN;B01KCSGACQ;B014ASMV36;B01EZ3U804;B094QMQRK9;B0785RCKBT;B073HQNWLM;B07G46GRRS;B06X1CNL76,True,0,True,1,7,False,124,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0098,browsing,B08CZ34D75,522,10,other,B01CJ36DHO;B0732KSH2G;B00SXCU49Y;B00K7L5DIG;B00K32H648;B00G57CWHG;B07FC9S5WP;B00JRT66QC;B00K7L57BO;B075R6VJPH,True,0,True,2,1,False,1,False,True,1,1,,B08CZ34D75,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0099,browsing,B0971YMPCR,127,10,other,B07MM3GLSM;B07JF4TV4F;B08BYQPQDT;B07Y8F4JTC;B078K2MVZC;B07G5VQY2X;B074XGM22G;B0014H5JXG;B07W73CSSH;B09SZ8TC1S,True,0,True,2,1,False,5,False,True,5,5,,B0971YMPCR;B07CGLPT17;B0716XGGKN;B09GL65W9V;B084GFK3GR,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0100,browsing,B002OHE4D6,665,10,feature,B078WQBSJN;B0055K8QRY;B07YGRMJRR;B089WBHSNC;B07CP7VTNZ;B07DNY4VW9;B01IAP7PJ0;B08KT91J75;B09NPHF9M6;B009CI5IJ4,True,0,True,2,1,False,1,False,True,1,1,,B002OHE4D6,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0101,buying,B07QMS8TX8,14,10,other,B01N7TWD24;B01MQUDPPO;B078XJN2ZS;B07MR3H7H1;B0082153QU;B00UYE32DO;B01GGH20BC;B00JRN4NGI;B01FON9H5G;B07KJHJJJ8,True,0,True,2,1,False,1,False,True,1,1,,B07QMS8TX8,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0102,browsing,B07PWZXZVX,230,10,other,B00UN3BXW8;B07YZ5J59Y;B07CTGKDB2;B09TR7BMGZ;B07WFKFVRQ;B01CGQRHE2;B01N6WN4A8;B09B49PSZL;B001J6ONWA;B06ZYQQVFK,True,0,True,2,1,False,1,False,True,1,1,,B07PWZXZVX,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0103,intent_override,B0BT8T2FQ3,21,10,other,B000TGPTOC;B008VPRDM4;B00L10BT3A;B00LUIB2V2;B07HC5LL2H;B07DJSPRYY;B00YBBN9B6;B09JVB9G5P;B00BXWQIAA;B0BXP6MG3X,True,0,True,5,9,False,15,False,False,4,4,,B008U7KRBW;B0BT8T2FQ3;B07HYJZKW4;B00KDC6VVW,True,0,4,4,,B008U7KRBW;B0BT8T2FQ3;B07HYJZKW4;B00KDC6VVW,True,0,34,10,feature,B07NCS6DTX;B07HC5LL2H;B07DJSPRYY;B0036UZNBC;B0BSS36XCS;B07C3J1VSQ;B0038A1A0I;B00YBBN9B6;B00W57TS6S;B00ZDK3VGC,True,1,15,10,material,B07HC5LL2H;B07DJSPRYY;B00YBBN9B6;B09JVB9G5P;B0BXP6MG3X;B00F0TO1S8;B008U7KRBW;B07DQSWHWN;B0BT8T2FQ3;B07YDZZDGQ,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0104,boundary,B00QSAICLU,55,10,other,B07K6V257Z;B07PZJT27J;B08WJQXVJP;B07LG3KPKZ;B07V1MG139;B00BRQPS30;B07NWC4JYB;B00FS70LL8;B01N7GMDCP;B09ZKPDRZQ,True,0,True,3,1,False,1,False,True,55,10,feature,B07K6V257Z;B07PZJT27J;B08WJQXVJP;B07LG3KPKZ;B07V1MG139;B00BRQPS30;B07NWC4JYB;B00FS70LL8;B01N7GMDCP;B09ZKPDRZQ,True,0,1,1,,B00QSAICLU,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0105,browsing,B07Q46M2J2,263,10,other,B08FZZ6TK2;B077QVVWX1;B071G9PRN8;B014UQDTDY;B01N3873ZI;B06WLP31M3;B07RGP2M41;B07BPC42B7;B07B8VZJC6;B07G9JGZCP,True,0,True,2,1,False,2,False,True,2,2,,B07Q46M2J2;B086PW98YT,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0106,buying,B0776SVXW9,30,10,other,B00CRLIB9M;B09TQ1R2CB;B07C24QYMM;B079ZZ1XTR;B07G1ZR6JZ;B00UKXH1XG;B099MMCZRQ;B00AB83666;B09DJ9H1WB;B07X4239HW,True,0,True,2,3,False,3,False,True,3,3,,B08P99CVYR;B01HWNHYI8;B0776SVXW9,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0107,buying,B01KPFK9ZA,4,4,,B004QS8TFK;B073X8SH4Z;B00R6RX700;B01KPFK9ZA,True,0,True,1,4,False,4,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0108,buying,B01I21CI7G,3,3,,B004HHNN9M;B00LXU7LVW;B01I21CI7G,True,0,True,1,3,False,3,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0109,buying,B016OT9D3K,208,10,other,B01CDFPFTU;B09RVKH3BZ;B07VJ43MLF;B08MHTVRFF;B01DTB92MS;B00F6QFDK0;B016OT9D3K;B09PYGV9R9;B07XFZQZ2L;B089S9C81L,True,0,True,1,7,False,208,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0110,browsing,B0C277G9FW,276,10,other,B097LPVNRT;B01GNH4YEQ;B07D94BSJB;B014WXBLYE;B08BK3R4DS;B0003024HO;B084KH9MSJ;B06XGMC8JN;B07PQFCTKW;B000J2ACNO,True,0,True,2,1,False,1,False,True,1,1,,B0C277G9FW,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0111,buying,B07H7BWMQF,106,10,other,B07XDBDJ6W;B08CMWRWW3;B08C4PF2RW;B08CNGCTQ8;B09KV13F1F;B097ZNSS1D;B0BWL3F1XH;B07VJN7DFV;B07MNMHG98;B08GM5TMYB,True,0,True,2,1,False,1,False,True,1,1,,B07H7BWMQF,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0112,boundary,B086ZNJY8K,342,10,other,B08CY2R861;B09SD4M6CT;B08Y91Y5KL;B08MW535BR;B08M9TL1P6;B08Y6BDWM1;B08Y6CZLD8;B0799GCTY6;B09X4GG71T;B08NDB5LR7,True,0,True,3,1,False,1,False,True,342,10,feature,B08CY2R861;B09SD4M6CT;B08Y91Y5KL;B08MW535BR;B08M9TL1P6;B08Y6BDWM1;B08Y6CZLD8;B0799GCTY6;B09X4GG71T;B08NDB5LR7,True,0,1,1,,B086ZNJY8K,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0113,browsing,B08CTFPBN5,538,10,other,B076TSNRJW;B08GH2JYBX;B07D7P6DRY;B07RY6MB3X;B07C1Q7P9L;B07RX5R7RQ;B07S4HXS7V;B07FNMYSD7;B07RX5TRPY;B076MJD48G,True,0,True,2,1,False,1,False,True,1,1,,B08CTFPBN5,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0114,buying,B07H34Z5V6,534,10,other,B07F98WGXX;B07C3YC3PX;B01GGUDK7M;B00AM3ZRZ8;B0BV6L63T4;B06VSJ5QBR;B08BDYGJDG;B00SOLAFVG;B01K2I97NA;B08RP9SJ7P,True,0,True,2,1,False,1,False,True,1,1,,B07H34Z5V6,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0115,browsing,B08VWZBYPY,178,10,other,B014T0BD4I;B08QCF1R7C;B08J7GVYQP;B07KNDS8WD;B098T73R3K;B08FR11WBL;B07RF642GP;B07D9NCZS4;B07LH1K3GW;B08X73Q126,True,0,True,2,4,False,10,True,True,10,10,,B093SQWKKH;B01N591VOO;B08786GMGG;B08VWZBYPY;B00HJQH5GA;B07X7ND7T7;B08NXKWF2R;B07KLQFHBP;B09H6WGYLN;B07RWB95CX,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0116,buying,B07S2Y3THP,18,10,other,B005AEG4KG;B08B7X2BWJ;B01CRJ2Q5S;B082QL8WZ4;B00R58PKX2;B009T1FT4S;B00B5ZU8WO;B00DNO2Y68;B07S2Y3THP;B00J34X0WE,True,0,True,1,9,False,18,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0117,buying,B07HJ18QRQ,5,5,,B07HJ18QRQ;B09FGJNXZL;B08QCJY5DV;B09K7LMRW1;B00VBG9XCS,True,0,True,1,1,False,5,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0118,buying,B09M72C8PG,48,10,other,B0BZCXLN3N;B087Q6L93Q;B09JS72K73;B07RG5ZJRT;B08NJLMJFM;B08VWPKZZL;B091H1653X;B07RBN2CBL;B07WDV3SGZ;B099J4PJV8,True,0,True,2,1,False,1,False,True,1,1,,B09M72C8PG,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0119,buying,B0BBLR3QB2,1,1,,B0BBLR3QB2,True,0,True,1,1,False,1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0120,browsing,B08GPGX2QG,349,10,feature,B00DS3IQ16;B00SSR5N6I;B075SS1V9W;B01MRKE4IY;B00DR9XT1S;B00B4NLPLU;B00KZF1T9G;B00B29PEF4;B01L98Y0RA;B0823Q6S4X,True,0,True,2,2,False,9,False,True,9,9,,B06X914K1P;B08GPGX2QG;B06XJ5ZTN5;B00C0DEG78;B09GKNS3DB;B008UZO4KO;B018XNRM7Y;B0847PC89C;B08KQDB3QX,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0121,browsing,B08HS712ZB,230,10,other,B00UN3BXW8;B07YZ5J59Y;B07CTGKDB2;B09TR7BMGZ;B07WFKFVRQ;B01CGQRHE2;B01N6WN4A8;B09B49PSZL;B001J6ONWA;B06ZYQQVFK,True,0,True,2,2,False,9,False,True,9,9,,B0032FP0IW;B08HS712ZB;B086X5F41G;B06XSLP2CV;B08P14CYYC;B08V1BDQNX;B07D9H6DM9;B09T782383;B01CH3AZMU,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0122,browsing,B074KJ49F2,263,10,other,B08FZZ6TK2;B077QVVWX1;B071G9PRN8;B014UQDTDY;B01N3873ZI;B06WLP31M3;B07RGP2M41;B07BPC42B7;B07B8VZJC6;B07G9JGZCP,True,0,True,2,1,False,1,False,True,1,1,,B074KJ49F2,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0123,intent_override,B07CZ84YFJ,4,4,,B07HF4BL1Z;B07CZ84YFJ;B096BNFQ31;B07YNHZDY2,True,0,True,4,1,False,1,False,True,4,4,,B07HF4BL1Z;B07CZ84YFJ;B096BNFQ31;B07YNHZDY2,True,0,17,10,other,B09C88GDY6;B00EQQQHTM;B079H8Z47H;B07JHPC53T;B073DW3S4V;B071G29H3F;B089LH1Z8M;B08GY1WQ9J;B0177NRW4O;B01900O8HQ,True,1,1,1,,B07CZ84YFJ,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0124,buying,B07TN1845M,113,10,other,B09HN77X34;B00CP4OAXM;B072HHGYWC;B00T0RA5EK;B0186M6NTU;B01LVXEFDE;B07QF9VD82;B00QG5ZZ3A;B09XQC4H6S;B073RVRVRY,True,0,True,2,1,False,1,False,True,1,1,,B07TN1845M,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0125,intent_override,B07VCYFB5D,3,3,,B08HGL5MTV;B07WZQ2WF9;B07VCYFB5D,True,0,True,4,6,False,9,False,True,3,3,,B08HGL5MTV;B07WZQ2WF9;B07VCYFB5D,True,0,3,3,,B08HGL5MTV;B07WZQ2WF9;B07VCYFB5D,True,0,9,9,,B07CMFNBVX;B07WZQ2WF9;B001ATKZFA;B07WZQ3C6Y;B079ZRH7DK;B07VCYFB5D;B083LFWGH1;B07G8R49M3;B09K8Z4MMS,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0126,browsing,B09M84R91V,681,10,other,B01M66PUT6;B07K1W8T23;B09H2ZC1DJ;B073JR8J5N;B08P2SXC54;B071NVS2WR;B08X3H6C65;B08W4J9XHL;B093GDM2YT;B01LSILYRA,True,0,True,2,3,False,20,False,False,20,10,feature,B07TJR942W;B07L5JS7HZ;B09M84R91V;B097GQQMPX;B087B4KKX7;B07BRQSP88;B07GB526QT;B0B1CJXL7D;B0BRHT874M;B07SD35K7G,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0127,browsing,B0B8DX189T,113,10,other,B07JX68J1X;B07JMGL1S8;B00ZVPZ1V2;B00G6MO6N8;B00I192DZC;B004I4GVX4;B076CPX1XD;B0774SNS4S;B018RM3PWW;B010YGM3M2,True,0,True,2,1,False,8,False,True,8,8,,B0B8DX189T;B07KXQX2YY;B09H42R691;B07KS1RYPZ;B002MUA85S;B00LADQ5F0;B003X0BUHG;B00400NSBE,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0128,browsing,B0BNP1RZ2W,200,10,other,B00NC6R19C;B00MAJMKB6;B00AC61FH4;B00BL2VQNG;B06XW4LC2D;B08NDYGC6M;B003CO5A24;B073S8Z8BC;B01GP73T72;B0083J7X2S,True,0,True,2,1,False,1,False,True,1,1,,B0BNP1RZ2W,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0129,buying,B0936ZJJ68,15,10,other,B0929KL5W7;B093JQPT5G;B083BG1PY5;B0936ZJJ68;B08H2CKF4Z;B08H2C3NGL;B0B97JNGGY;B0B53H6J51;B0B7DWBL9Y;B0C6DQNQK7,True,0,True,1,4,False,15,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0130,intent_override,B07X9V6HZX,1,1,,B07X9V6HZX,True,0,True,3,6,False,32,False,False,1,1,,B07X9V6HZX,True,0,32,10,other,B08BJS2JMQ;B093SJ5NK2;B01LBFT5Q2;B07WNH77B2;B008V1XNSG;B07X9V6HZX;B0BXMCZLZV;B01BOKOC80;B09P32NQ8V;B07WTC11SR,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0131,boundary,B07PQQQ8ZL,24,10,other,B00AMA1QEC;B07W47N5ZH;B07XM5MHB3;B00KLNCO5K;B077YFNJL5;B00BB2O110;B08P8SHDWB;B07K2SJFHK;B01N0V86B2;B00LLQ246A,True,0,True,3,2,False,3,False,True,24,10,feature,B00AMA1QEC;B07W47N5ZH;B07XM5MHB3;B00KLNCO5K;B077YFNJL5;B00BB2O110;B08P8SHDWB;B07K2SJFHK;B01N0V86B2;B00LLQ246A,True,0,3,3,,B09FGHDFB8;B07PQQQ8ZL;B01N0GC4V7,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0132,buying,B08X2X83DW,72,10,other,B075H3HRNW;B079QHR6VF;B088H3MNZM;B0BMB951KM;B079FDJRPW;B08GX46T7R;B07GD828W6;B0825GGDMV;B07H33Y11B;B01LPWP0TM,True,0,True,2,1,False,1,False,True,1,1,,B08X2X83DW,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0133,buying,B01KILT64Q,142,10,other,B07FQQNX2R;B09254RV74;B07M9SSTM6;B08HZG1DJF;B096B6CXWG;B008OJV3TQ;B0BKVCQNSC;B076MHWTYB;B00YDFXBJU;B08YSMCYMP,True,0,True,2,1,False,1,False,True,1,1,,B01KILT64Q,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0134,browsing,B081SF3QRL,37,10,other,B018IMTCUK;B017O10SDG;B00LPQG81I;B007421N6W;B07QY12ZQC;B07GJRY7MS;B010VUE1JO;B081SF3QRL;B07RQHQG6T;B0BMWWBY52,True,0,True,1,8,False,37,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0135,buying,B0C6BL4RNN,37,10,other,B09BPH5ZNM;B0C6BL4RNN;B01N497PRZ;B00KT435WM;B00B50RJ5I;B0B5VN4P5D;B073RVMJ19;B005DD2A7K;B07HM5YD4K;B00N0HHUOY,True,0,True,1,2,False,37,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0136,buying,B091F54MWM,122,10,other,B08721ZDR7;B08D6HL7C9;B08D6497NB;B07RFVCK4Y;B08D6K3BTP;B0BJDV4ZS1;B07RLYR28W;B09PLLY8NB;B0861R2F9G;B095KLKV2L,True,0,True,2,1,False,5,False,True,5,5,,B091F54MWM;B08M36K5F9;B08QR99F5D;B09Z9G7HW2;B096WW7MXD,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0137,browsing,B01N67CJGX,338,10,other,B07WQV8GCP;B099NDDRTG;B07WR4JZBL;B07XZ554X6;B08BK7N585;B07K74H4SF;B08G8FY295;B07MBCNV1T;B08G81SR12;B01LXC9UE1,True,0,True,2,1,False,9,False,True,9,9,,B01N67CJGX;B00NUIZHVQ;B0BSFTKSF6;B00NYXYG82;B01879PLQ8;B01FV283GE;B09882214F;B07QGTHJBV;B01A7RFQMM,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0138,browsing,B0B4BRW7JT,519,10,other,B071X8Z439;B00W0Y66PC;B00SW7UH7Y;B083FFZNLD;B07TK8QS63;B00FSK2TNI;B00FSK05KW;B07FTBG1FH;B07K2W92ML;B07P1QHFPN,True,0,True,2,7,False,38,False,False,38,10,feature,B01LW7MK7A;B01BMEJTLI;B01NCR6TKU;B075VD66DB;B07B132RD2;B01DL7UBT8;B0B4BRW7JT;B01ICF4B68;B01BO1IIOS;B01FRB4R64,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0139,browsing,B09SGYPW3M,680,10,other,B019NFKE44;B07WZMSN1S;B07JG57WYV;B01BL25SSY;B07Y9KBPDQ;B00N72Z6IY;B005GPTZL4;B00N730YRG;B07Z84GRFR;B07PDRKKFS,True,0,True,2,1,False,1,False,True,1,1,,B09SGYPW3M,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0140,browsing,B09BT6LSJV,78,10,other,B07YWM4SQZ;B0817HM1TP;B00WNHL9J4;B06XD2P3Z7;B07KYKMBK9;B075CH87CD;B07Q3FG946;B06XFVFC7W;B07JJXW71Y;B0B58Z8DHL,True,0,True,2,3,False,4,False,True,4,4,,B01N8Y33RM;B01LZAJBAP;B09BT6LSJV;B095HJYFCJ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0141,browsing,B0BLH7JHG8,14,10,other,B0018WNDTO;B013XEOEEW;B001EU3ZR0;B07TWMXJMZ;B07KWHWSDJ;B08DCFZ1WB;B07TXH6Z4T;B07RYS9CPP;B07DR9LGDW;B07KWFT3XF,True,0,True,2,1,False,1,False,True,1,1,,B0BLH7JHG8,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0142,intent_override,B07YRGC1Q1,1,1,,B07YRGC1Q1,True,0,True,5,1,False,1,False,True,1,1,,B07YRGC1Q1,True,0,1,1,,B07YRGC1Q1,True,0,117,10,other,B00D3FKKMM;B005F58BLK;B009NNE4X4;B01N6RP0OM;B07FSZY32K;B091FG8M6M;B08F9R5RJG;B09N8R19Z4;B08CZL8M7P;B006C6ATES,True,1,1,1,,B07YRGC1Q1,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0143,buying,B01H54X6CM,21,10,other,B008H1C5IE;B07GFCNVDG;B07NPL8BSV;B07GF1R2MK;B0088MVCK4;B075G3KC28;B06X9YBV2J;B01B4CYUO4;B011HT67BS;B06Y3YCN3Y,True,0,True,2,1,False,1,False,True,1,1,,B01H54X6CM,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public_0144,intent_override,B08LMMDYV7,54,10,other,B07Y8YH7GN;B07P5GYCWN;B07YX8QZM8;B07Z7JMYXT;B07JCXYC2D;B07GB8FSKJ;B01LYCJSER;B088Y6BN67;B07VVWPQ4Y;B08JXKM9GN,True,0,True,6,7,False,13,False,False,10,10,,B088Y6BN67;B09D112TGF;B09LRJ6NQX;B081BHJZWZ;B07BR2J71F;B01GHS9PUE;B07CZGMNML;B08LMMDYV7;B0BCK59834;B09JX1Q6RY,True,0,10,10,,B088Y6BN67;B09D112TGF;B09LRJ6NQX;B081BHJZWZ;B07BR2J71F;B01GHS9PUE;B07CZGMNML;B08LMMDYV7;B0BCK59834;B09JX1Q6RY,True,0,47,10,material,B07Y8YH7GN;B088Y6BN67;B0743D2DRS;B08LC6VQHH;B00YXOCC9Q;B07RS44M91;B08SS3Y79W;B01J6KNXTO;B072LW2R4F;B01J803QJY,True,1,47,10,feature,B07Y8YH7GN;B088Y6BN67;B0743D2DRS;B08LC6VQHH;B00YXOCC9Q;B07RS44M91;B08SS3Y79W;B01J6KNXTO;B072LW2R4F;B01J803QJY,True,1,13,10,use_case,B088Y6BN67;B09D112TGF;B09LRJ6NQX;B07BR2J71F;B01GHS9PUE;B07CZGMNML;B08LMMDYV7;B09L5L9463;B0BCK59834;B09JX1Q6RY,True,1,,,,,,,,,,,,,,,,,,,,,,,,
public_0145,buying,B00IJZZWGA,96,10,other,B09HQ4Y91F;B07BMKJMXV;B001QZ6XPE;B00H4BT0OU;B09TZKQQBZ;B09WMRC8XQ;B00JZZZLZK;B08VGMBB16;B085NJXT9B;B09C675V6L,True,0,True,2,3,False,12,False,False,12,10,size,B07BMKJMXV;B00AM12ZKU;B00IJZZWGA;B08HD178S2;B09J23YJ8N;B07XZMG1R8;B0BFB3T4ZC;B0BVRKLSVP;B00KLRU1UG;B07L7M66MQ,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
