sample_id,scenario_type,target_parent_asin,candidate_count_turn_1,recommendation_count_turn_1,ask_attribute_turn_1,recommendations_turn_1,target_survives_turn_1,intent_epoch_turn_1,candidate_count_turn_2,recommendation_count_turn_2,ask_attribute_turn_2,recommendations_turn_2,target_survives_turn_2,intent_epoch_turn_2,candidate_count_turn_3,recommendation_count_turn_3,ask_attribute_turn_3,recommendations_turn_3,target_survives_turn_3,intent_epoch_turn_3,candidate_count_turn_4,recommendation_count_turn_4,ask_attribute_turn_4,recommendations_turn_4,target_survives_turn_4,intent_epoch_turn_4,candidate_count_turn_5,recommendation_count_turn_5,ask_attribute_turn_5,recommendations_turn_5,target_survives_turn_5,intent_epoch_turn_5,candidate_count_turn_6,recommendation_count_turn_6,ask_attribute_turn_6,recommendations_turn_6,target_survives_turn_6,intent_epoch_turn_6,candidate_count_turn_7,recommendation_count_turn_7,ask_attribute_turn_7,recommendations_turn_7,target_survives_turn_7,intent_epoch_turn_7,candidate_count_turn_8,recommendation_count_turn_8,ask_attribute_turn_8,recommendations_turn_8,target_survives_turn_8,intent_epoch_turn_8,candidate_count_turn_9,recommendation_count_turn_9,ask_attribute_turn_9,recommendations_turn_9,target_survives_turn_9,intent_epoch_turn_9,candidate_count_turn_10,recommendation_count_turn_10,ask_attribute_turn_10,recommendations_turn_10,target_survives_turn_10,intent_epoch_turn_10,hit,first_hit_turn,best_rank,actually_reached_turn_10,surviving_parent_asins_turn_10,exactly_10_survivors_turn_10,at_most_10_survivors_turn_10
public_0052,intent_override,B09G2ZNZY4,88,10,other,B07TX4JMRP;B07JDQWPP8;B076FKSRLH;B010G9EDTS;B06WCZYWLG;B01DLKFQ3G;B07MNZFVL2;B07H2BZ7KX;B071X8Z439;B07R4X4HH7,True,0,2,2,,B09G2ZNZY4;B08CZ9TVQT,True,0,232,10,material,B093KV7LP1;B089YDCYW8;B07GR118Z1;B08N4962LL;B09WNBHSFN;B0BN6DBB4K;B0B31LR7G4;B08G1N5KS1;B01EM470LQ;B08RD6BB4Z,True,1,232,10,feature,B093KV7LP1;B089YDCYW8;B09WNBHSFN;B08N4962LL;B07GR118Z1;B0BN6DBB4K;B08DTKVZD4;B08G8DS1R3;B0B31LR7G4;B08G1N5KS1,True,1,3,3,,B09G2ZNZY4;B075YDLHCJ;B07MKBYVK6,True,1,3,3,,B09G2ZNZY4;B075YDLHCJ;B07MKBYVK6,True,1,3,3,,B09G2ZNZY4;B075YDLHCJ;B07MKBYVK6,True,1,3,3,,B09G2ZNZY4;B075YDLHCJ;B07MKBYVK6,True,1,3,3,,B09G2ZNZY4;B075YDLHCJ;B07MKBYVK6,True,1,3,3,,B09G2ZNZY4;B075YDLHCJ;B07MKBYVK6,True,1,True,5,1,False,3,False,True
public_0053,buying,B07TZK3GZK,6,6,,B00Z91DYPI;B08KWQR9YN;B07TZK3GZK;B07W4PP3M9;B07ZR88YLW;B01DKXULIO,True,0,6,6,,B00Z91DYPI;B08KWQR9YN;B07TZK3GZK;B07W4PP3M9;B07ZR88YLW;B01DKXULIO,True,0,6,6,,B00Z91DYPI;B08KWQR9YN;B07TZK3GZK;B07W4PP3M9;B07ZR88YLW;B01DKXULIO,True,0,6,6,,B00Z91DYPI;B08KWQR9YN;B07W4PP3M9;B07TZK3GZK;B07ZR88YLW;B01DKXULIO,True,0,6,6,,B00Z91DYPI;B08KWQR9YN;B07W4PP3M9;B07TZK3GZK;B07ZR88YLW;B01DKXULIO,True,0,6,6,,B00Z91DYPI;B08KWQR9YN;B07W4PP3M9;B07TZK3GZK;B07ZR88YLW;B01DKXULIO,True,0,6,6,,B00Z91DYPI;B07TZK3GZK;B08KWQR9YN;B07W4PP3M9;B01DKXULIO;B07ZR88YLW,True,0,6,6,,B00Z91DYPI;B07TZK3GZK;B08KWQR9YN;B07W4PP3M9;B01DKXULIO;B07ZR88YLW,True,0,6,6,,B00Z91DYPI;B07TZK3GZK;B08KWQR9YN;B07W4PP3M9;B01DKXULIO;B07ZR88YLW,True,0,6,6,,B00Z91DYPI;B07TZK3GZK;B08KWQR9YN;B07W4PP3M9;B01DKXULIO;B07ZR88YLW,True,0,True,1,3,False,6,False,True
public_0054,buying,B08PP1ZJQ5,101,10,other,B08PP1ZJQ5;B08G81SR12;B08G8FY295;B07KRGX1ZD;B08GK28TC9;B07WQX9SM2;B086PJQ7HV;B0893RM7HK;B074P9XWWM;B082P7RP63,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,2,2,,B08PP1ZJQ5;B0893RM7HK,True,0,True,1,1,False,2,False,True
public_0055,browsing,B0C1TDJ9HZ,283,10,feature,B081FK41NY;B0BBZ315JR;B09L55P4KN;B0B74XT5PT;B08W49RQTF;B07DKT73WY;B004FM1LL6;B001AZQU9O;B08H5W8CPG;B006W71522,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,1,1,,B0C1TDJ9HZ,True,0,True,2,1,False,1,False,True
public_0056,browsing,B0B2RF64YD,1354,10,other,B07BK6Z4ZY;B0009GI3CM;B016OT9D3K;B00M36PUYA;B07JH9BW86;B01CDFPFTU;B013TKSIBK;B009ELWA8G;B07BFL9K3C;B0BC3MBTQ5,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,1,1,,B0B2RF64YD,True,0,True,2,1,False,1,False,True
public_0057,browsing,B085RX192V,283,10,feature,B081FK41NY;B0BBZ315JR;B09L55P4KN;B0B74XT5PT;B08W49RQTF;B07DKT73WY;B004FM1LL6;B001AZQU9O;B08H5W8CPG;B006W71522,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,8,8,,B085RX192V;B010WFUIOK;B010WFEKYE;B01HQAYO8K;B0014C40B8;B010WFUUXO;B01A6LZQ60;B01A6LZT26,True,0,True,2,1,False,8,False,True
public_0058,buying,B08L83YQTZ,27,10,other,B00JALSVUG;B07H5GPJ9H;B077ZBHFRY;B07JX9859J;B075FL65WP;B075MDK3RF;B07K46GBFM;B07KSRCVKF;B07RQV43L5;B07BCP8DG5,True,0,7,7,,B07RQV43L5;B07BCP8DG5;B08L83YQTZ;B09BN7KM2L;B07TD4GFS5;B07TGGTKYL;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B07BCP8DG5;B08L83YQTZ;B09BN7KM2L;B07TD4GFS5;B07TGGTKYL;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B08L83YQTZ;B07BCP8DG5;B07TD4GFS5;B07TGGTKYL;B09BN7KM2L;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B08L83YQTZ;B07BCP8DG5;B07TD4GFS5;B07TGGTKYL;B09BN7KM2L;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B08L83YQTZ;B07BCP8DG5;B07TD4GFS5;B07TGGTKYL;B09BN7KM2L;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B08L83YQTZ;B07BCP8DG5;B07TD4GFS5;B07TGGTKYL;B09BN7KM2L;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B08L83YQTZ;B07BCP8DG5;B07TD4GFS5;B07TGGTKYL;B09BN7KM2L;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B08L83YQTZ;B07BCP8DG5;B07TD4GFS5;B07TGGTKYL;B09BN7KM2L;B00IXJN2CI,True,0,7,7,,B07RQV43L5;B08L83YQTZ;B07BCP8DG5;B07TD4GFS5;B07TGGTKYL;B09BN7KM2L;B00IXJN2CI,True,0,True,2,3,False,7,False,True
public_0059,browsing,B01H6DGA16,27,10,other,B09JRTH188;B01C8ISMFQ;B07SJZN476;B000QW6LPK;B09N9WRSFD;B074DR42J6;B0BRKBZZ7H;B071WWFBC6;B011M8OBH6;B01EK73E74,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,1,1,,B01H6DGA16,True,0,True,2,1,False,1,False,True
public_0060,browsing,B08R61K9B9,68,10,other,B018PVP406;B0156YEPZ0;B0151WOJXA;B0BXX4XSN4;B07TFHLXCF;B07ZZDZMVQ;B08GCXYG49;B07NPGSJ8Z;B09V5RTXG9;B01M3QHEL7,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,1,1,,B08R61K9B9,True,0,True,2,1,False,1,False,True
public_0061,buying,B08HCP9YTV,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,1,1,,B08HCP9YTV,True,0,True,1,1,False,1,False,True
public_0062,browsing,B015K51VPM,66,10,other,B07JBBPJP6;B01KGI7V9S;B09HTQD6R7;B015K51VPM;B01F4I0KLQ;B0797GBP96;B01L2TGNTE;B01M8IIGGA;B075JH1T5W;B00I3GZZHQ,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,2,2,,B015K51VPM;B078JGR1S6,True,0,True,1,4,False,2,False,True
public_0063,browsing,B09MKL5TBK,54,10,other,B07ZY8TXMS;B07F2QF7ZK;B07HMX15KN;B09MKL5TBK;B004LYVFFA;B097D4B59Y;B07Q412XYS;B01DYHXCXW;B08T1HXYF6;B08SHPND37,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,1,1,,B09MKL5TBK,True,0,True,1,4,False,1,False,True
public_0064,intent_override,B019DU687Q,34,10,other,B01AOWY072;B07KKFY6SF;B07KFZTLKB;B091KNL71P;B01M8QVCKR;B09FL2CF44;B00HQTHM1S;B08HKHPPBT;B019DU687Q;B07TMY9MTC,True,0,1,1,,B019DU687Q,True,0,1,1,,B019DU687Q,True,0,26,10,feature,B07GZH4814;B07VLFQ658;B07PXMTZQK;B07BKQ9DT4;B0798TR9J9;B07WTVXCTW;B00H7MW1LU;B00OZIGHKA;B07R43T314;B091KNL71P,True,1,3,3,,B019DU687Q;B019DU6AL0;B08DQZQ7WP,True,1,3,3,,B019DU687Q;B019DU6AL0;B08DQZQ7WP,True,1,3,3,,B019DU687Q;B019DU6AL0;B08DQZQ7WP,True,1,3,3,,B019DU687Q;B019DU6AL0;B08DQZQ7WP,True,1,3,3,,B019DU687Q;B019DU6AL0;B08DQZQ7WP,True,1,3,3,,B019DU687Q;B019DU6AL0;B08DQZQ7WP,True,1,True,5,1,False,3,False,True
public_0065,buying,B0BSQ9TCYC,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,3,3,,B0BSQ9TCYC;B074BMLZTL;B07N8SGDV8,True,0,True,1,1,False,3,False,True
public_0066,buying,B0BFLFSB2Y,67,10,other,B07B9PGLMM;B0969QVJNL;B09P77WM2T;B0752XJX83;B0BFLFSB2Y;B09L18HQ3Q;B0185HDV0A;B09X36FBL8;B09X6K67M9;B07CQS7Z7H,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,1,1,,B0BFLFSB2Y,True,0,True,1,5,False,1,False,True
public_0067,buying,B09G9BXJZM,22,10,other,B0B7BR44DR;B09S5S7J8D;B00B497V1M;B01FO3KKRU;B0851QQZZH;B00JE9YDD8;B00DPDONTI;B007SGR47Q;B07JZ6WW8N;B073BV7R19,True,0,11,10,color,B0B7BR44DR;B00B497V1M;B01FO3KKRU;B0851QQZZH;B00JE9YDD8;B00DPDONTI;B073BV7R19;B078X291BC;B0751SRBVF;B0751SRBWS,True,0,11,10,size,B0B7BR44DR;B00B497V1M;B01FO3KKRU;B0851QQZZH;B00JE9YDD8;B00DPDONTI;B073BV7R19;B078X291BC;B0751SRBVF;B0751SRBWS,True,0,11,10,budget,B00B497V1M;B01FO3KKRU;B0B7BR44DR;B00DPDONTI;B078X291BC;B0851QQZZH;B073BV7R19;B00JE9YDD8;B0751SRBVF;B0751SRBWS,True,0,11,10,brand,B00B497V1M;B01FO3KKRU;B0B7BR44DR;B00DPDONTI;B078X291BC;B0851QQZZH;B073BV7R19;B00JE9YDD8;B0751SRBVF;B0751SRBWS,True,0,11,10,,B00B497V1M;B01FO3KKRU;B0B7BR44DR;B00DPDONTI;B078X291BC;B0851QQZZH;B073BV7R19;B00JE9YDD8;B0751SRBVF;B0751SRBWS,True,0,11,10,,B00B497V1M;B0B7BR44DR;B01FO3KKRU;B0851QQZZH;B00DPDONTI;B00JE9YDD8;B078X291BC;B073BV7R19;B0751SRBVF;B0751SRBWS,True,0,11,10,,B00B497V1M;B0B7BR44DR;B01FO3KKRU;B0851QQZZH;B00DPDONTI;B00JE9YDD8;B078X291BC;B073BV7R19;B0751SRBVF;B0751SRBWS,True,0,11,10,,B00B497V1M;B0B7BR44DR;B01FO3KKRU;B0851QQZZH;B00DPDONTI;B00JE9YDD8;B078X291BC;B073BV7R19;B0751SRBVF;B0751SRBWS,True,0,11,10,,B00B497V1M;B0B7BR44DR;B01FO3KKRU;B0851QQZZH;B00DPDONTI;B00JE9YDD8;B078X291BC;B073BV7R19;B0751SRBVF;B0751SRBWS,True,0,False,,,True,11,False,False
public_0068,intent_override,B08SH8GF6K,1,1,,B08SH8GF6K,True,0,1,1,,B08SH8GF6K,True,0,103,10,other,B07N15QTKC;B0BQ5B2ZXF;B08G27Z5KT;B078GGN9SM;B01I42AKS2;B077ZGRY8P;B08134XNNB;B015QSA3XE;B09N72WTDH;B07GWQ8BG1,True,1,1,1,,B08SH8GF6K,True,1,1,1,,B08SH8GF6K,True,1,1,1,,B08SH8GF6K,True,1,1,1,,B08SH8GF6K,True,1,1,1,,B08SH8GF6K,True,1,1,1,,B08SH8GF6K,True,1,1,1,,B08SH8GF6K,True,1,True,4,1,False,1,False,True
public_0069,browsing,B07ZFBQ76H,503,10,other,B07KQMTF9M;B01F84MUR8;B06XTC3GNG;B000YGB6WQ;B007Q1EHPK;B01D1WEFEA;B01F84K4QW;B007JXYONA;B01D3OGQ4S;B072YTRHYX,True,0,503,10,feature,B07KQMTF9M;B01F84MUR8;B06XTC3GNG;B000YGB6WQ;B01D1WEFEA;B007Q1EHPK;B01F84K4QW;B007JXYONA;B01D3OGQ4S;B072YTRHYX,True,0,1,1,,B07ZFBQ76H,True,0,1,1,,B07ZFBQ76H,True,0,1,1,,B07ZFBQ76H,True,0,1,1,,B07ZFBQ76H,True,0,1,1,,B07ZFBQ76H,True,0,1,1,,B07ZFBQ76H,True,0,1,1,,B07ZFBQ76H,True,0,1,1,,B07ZFBQ76H,True,0,True,3,1,False,1,False,True
public_0070,browsing,B010LVBVKA,13,10,feature,B007XAI2JG;B00O1FFXH0;B011O8L190;B001COIINO;B079NX86JC;B000R4JP7S;B08T9XMHM7;B017DNFIBW;B074DQK589;B076Q4429C,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,1,1,,B010LVBVKA,True,0,True,2,1,False,1,False,True
public_0071,intent_override,B06XRFSDL4,99,10,other,B0C2TSQKTC;B08PP1ZJQ5;B00NZ84SB6;B082P7RP63;B07544428T;B0C582Z9PV;B0BKK1G46R;B0774971JM;B07VQ5GRKH;B07H4PCGMR,True,0,1,1,,B06XRFSDL4,True,0,1,1,,B06XRFSDL4,True,0,135,10,material,B09882214F;B0BTZZZWX7;B01FV283GE;B07QGTHJBV;B099VZRSBD;B01N67CJGX;B09MQPPYWQ;B0BJQHSPFN;B09GDM5TNZ;B07B2J1F3G,True,1,135,10,feature,B09882214F;B0BTZZZWX7;B01FV283GE;B07QGTHJBV;B099VZRSBD;B01N67CJGX;B09MQPPYWQ;B0BJQHSPFN;B09GDM5TNZ;B07B2J1F3G,True,1,11,10,color,B0BKK1G46R;B06XRFSDL4;B09Q318TGL;B0BSFTKSF6;B09C1Z192C;B075DFLDY7;B0BLWFR2JF;B00EVBQ6SO;B07YJVQYKK;B082P7RP63,True,1,11,10,use_case,B0BKK1G46R;B06XRFSDL4;B09Q318TGL;B0BSFTKSF6;B09C1Z192C;B075DFLDY7;B00EVBQ6SO;B0BLWFR2JF;B07YJVQYKK;B082P7RP63,True,1,11,10,style,B0BKK1G46R;B06XRFSDL4;B09Q318TGL;B0BSFTKSF6;B09C1Z192C;B075DFLDY7;B00EVBQ6SO;B0BLWFR2JF;B07YJVQYKK;B082P7RP63,True,1,11,10,size,B0BKK1G46R;B06XRFSDL4;B09Q318TGL;B0BSFTKSF6;B09C1Z192C;B075DFLDY7;B00EVBQ6SO;B0BLWFR2JF;B07YJVQYKK;B082P7RP63,True,1,11,10,,B0BKK1G46R;B06XRFSDL4;B09Q318TGL;B0BSFTKSF6;B09C1Z192C;B075DFLDY7;B00EVBQ6SO;B0BLWFR2JF;B07YJVQYKK;B082P7RP63,True,1,True,6,2,False,11,False,False
public_0072,intent_override,B09JG4V9ZR,2,2,,B07GGLPKN7;B09JG4V9ZR,True,0,2,2,,B07GGLPKN7;B09JG4V9ZR,True,0,1,1,,B09JG4V9ZR,True,1,1,1,,B09JG4V9ZR,True,1,1,1,,B09JG4V9ZR,True,1,1,1,,B09JG4V9ZR,True,1,1,1,,B09JG4V9ZR,True,1,1,1,,B09JG4V9ZR,True,1,1,1,,B09JG4V9ZR,True,1,1,1,,B09JG4V9ZR,True,1,True,3,1,False,1,False,True
public_0073,browsing,B07QPM54V7,769,10,other,B09RVG4Q36;B098251TWN;B00UBTRLLQ;B07YD4MK9Q;B0192MALEG;B07T68Y19Z;B09TR933RK;B07FK8MWLK;B01A7K2JF6;B0B294RG54,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,1,1,,B07QPM54V7,True,0,True,2,1,False,1,False,True
public_0074,browsing,B07N15QTKC,342,10,other,B08C52FBYY;B07LHMF6FP;B0BGM1R72N;B00IOT39RA;B07N15QTKC;B0BZJG18G6;B074WDWSMT;B00IJNNYTE;B06WWKK9G8;B086ZNJY8K,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,2,2,,B07N15QTKC;B0BQ5B2ZXF,True,0,True,1,5,False,2,False,True
public_0075,browsing,B08L13LJ5M,258,10,other,B0BN69RSTD;B07RX2576K;B00X5042IS;B073R3D8L1;B07RX2XYVQ;B07CMGWYD3;B07RZ33BCK;B079QL89YV;B08WKZNFG2;B07SS59XKB,True,0,53,10,feature,B00I1080VW;B07RQSN383;B08L13LJ5M;B07QPQ96L1;B0CHZYH847;B08L13H7SY;B0C4HGYDMF;B071VKQM4X;B01AN2IGQO;B00DR05848,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,3,3,,B08L13LJ5M;B07VK1KF5D;B08B818GZR,True,0,True,2,3,False,3,False,True
public_0076,browsing,B07XT6PLTB,64,10,other,B00G6YQFYY;B00B2O11L0;B07XHGQZ28;B01N0JSVKQ;B00EWZ84V6;B00GXP2JBE;B07X4TY4ZH;B082W39YBW;B082W3HTX9;B06XWPK85F,True,0,8,8,,B07FHF73YF;B07FMWFLJH;B07XT6PLTB;B07DNXYK7D;B079JLLMTY;B07DW2THB1;B07BPBR7ZS;B079786GXZ,True,0,8,8,,B07FHF73YF;B07FMWFLJH;B07XT6PLTB;B07DNXYK7D;B079JLLMTY;B07DW2THB1;B07BPBR7ZS;B079786GXZ,True,0,8,8,,B07FHF73YF;B07BPBR7ZS;B07FMWFLJH;B07XT6PLTB;B07DNXYK7D;B079JLLMTY;B079786GXZ;B07DW2THB1,True,0,8,8,,B07FHF73YF;B07BPBR7ZS;B07FMWFLJH;B07XT6PLTB;B07DNXYK7D;B079JLLMTY;B079786GXZ;B07DW2THB1,True,0,8,8,,B07FHF73YF;B07BPBR7ZS;B07FMWFLJH;B07XT6PLTB;B07DNXYK7D;B079JLLMTY;B079786GXZ;B07DW2THB1,True,0,8,8,,B07FHF73YF;B07FMWFLJH;B07XT6PLTB;B07BPBR7ZS;B07DNXYK7D;B079JLLMTY;B07DW2THB1;B079786GXZ,True,0,8,8,,B07FHF73YF;B07FMWFLJH;B07XT6PLTB;B07BPBR7ZS;B07DNXYK7D;B079JLLMTY;B07DW2THB1;B079786GXZ,True,0,8,8,,B07FHF73YF;B07FMWFLJH;B07XT6PLTB;B07BPBR7ZS;B07DNXYK7D;B079JLLMTY;B07DW2THB1;B079786GXZ,True,0,8,8,,B07FHF73YF;B07FMWFLJH;B07XT6PLTB;B07BPBR7ZS;B07DNXYK7D;B079JLLMTY;B07DW2THB1;B079786GXZ,True,0,True,2,3,False,8,False,True
public_0077,browsing,B077JDSZ27,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,4,4,,B00B1AHBIC;B077JDSZ27;B08M5NTK64;B004ZWG0XU,True,0,True,1,2,False,4,False,True
public_0078,intent_override,B0C5RLJDSF,8,8,,B0868VHGDC;B06WGR9JTP;B0C5RLJDSF;B082PKZ7DP;B09Z34PD75;B00B2Q9U4S;B0853XV3HR;B09GBKLMQV,True,0,8,8,,B0868VHGDC;B06WGR9JTP;B0C5RLJDSF;B082PKZ7DP;B09Z34PD75;B00B2Q9U4S;B0853XV3HR;B09GBKLMQV,True,0,23,10,other,B0C5RLJDSF;B0C4P8PDM4;B082PKZ7DP;B095WGCF79;B083Z98ZYP;B01M71S0IB;B0722MNYSM;B08664M5ZF;B09Z34PD75;B0C7SMTSMT,True,1,1,1,,B0C5RLJDSF,True,1,1,1,,B0C5RLJDSF,True,1,1,1,,B0C5RLJDSF,True,1,1,1,,B0C5RLJDSF,True,1,1,1,,B0C5RLJDSF,True,1,1,1,,B0C5RLJDSF,True,1,1,1,,B0C5RLJDSF,True,1,True,3,1,False,1,False,True
